epoch,train_loss,val_loss,mAP,train_cls_loss,train_box_loss,train_obj_loss,val_cls_loss,val_box_loss,val_obj_loss
0,0.17243632868580197,"tensor(0.1360, device='cuda:0')","tensor(0.0377, device='cuda:0')","tensor(7.9829, device='cuda:0', grad_fn=<DivBackward0>)","tensor(9.9159, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.2310, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.9389, device='cuda:0')","tensor(9.2082, device='cuda:0')","tensor(0.2025, device='cuda:0')"
1,0.1163605360881142,"tensor(0.1139, device='cuda:0')","tensor(0.0491, device='cuda:0')","tensor(3.1970, device='cuda:0', grad_fn=<DivBackward0>)","tensor(8.1755, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.2003, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.3555, device='cuda:0')","tensor(8.1981, device='cuda:0')","tensor(0.1647, device='cuda:0')"
2,0.09787706804016362,"tensor(0.1085, device='cuda:0')","tensor(0.0867, device='cuda:0')","tensor(2.5008, device='cuda:0', grad_fn=<DivBackward0>)","tensor(7.3734, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1854, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.6147, device='cuda:0')","tensor(8.3650, device='cuda:0')","tensor(0.1605, device='cuda:0')"
3,0.10049127107081206,"tensor(0.1053, device='cuda:0')","tensor(0.1079, device='cuda:0')","tensor(2.5028, device='cuda:0', grad_fn=<DivBackward0>)","tensor(7.5360, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1785, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.5801, device='cuda:0')","tensor(8.1106, device='cuda:0')","tensor(0.1528, device='cuda:0')"
4,0.09348464271296626,"tensor(0.1084, device='cuda:0')","tensor(0.1273, device='cuda:0')","tensor(1.9714, device='cuda:0', grad_fn=<DivBackward0>)","tensor(7.3608, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1741, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.1275, device='cuda:0')","tensor(8.3201, device='cuda:0')","tensor(0.1521, device='cuda:0')"
5,0.08769217165915863,"tensor(0.1000, device='cuda:0')","tensor(0.1226, device='cuda:0')","tensor(2.0389, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.8935, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1649, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.5628, device='cuda:0')","tensor(7.7974, device='cuda:0')","tensor(0.1486, device='cuda:0')"
6,0.08566050523001215,"tensor(0.1004, device='cuda:0')","tensor(0.2239, device='cuda:0')","tensor(1.9076, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.8625, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1633, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.7184, device='cuda:0')","tensor(7.9682, device='cuda:0')","tensor(0.1458, device='cuda:0')"
7,0.07723961673353029,"tensor(0.1019, device='cuda:0')","tensor(0.2432, device='cuda:0')","tensor(1.6419, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.4234, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1503, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.6053, device='cuda:0')","tensor(8.0311, device='cuda:0')","tensor(0.1357, device='cuda:0')"
8,0.07628253086105637,"tensor(0.1158, device='cuda:0')","tensor(0.2336, device='cuda:0')","tensor(1.5515, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.4097, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1474, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.7158, device='cuda:0')","tensor(8.8590, device='cuda:0')","tensor(0.1211, device='cuda:0')"
9,0.0836309129777162,"tensor(0.1089, device='cuda:0')","tensor(0.2513, device='cuda:0')","tensor(1.5757, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.7540, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1444, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.4566, device='cuda:0')","tensor(8.3778, device='cuda:0')","tensor(0.1300, device='cuda:0')"
10,0.12351511677970058,"tensor(0.1270, device='cuda:0')","tensor(0.1300, device='cuda:0')","tensor(2.5937, device='cuda:0', grad_fn=<DivBackward0>)","tensor(8.6325, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1754, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.0443, device='cuda:0')","tensor(9.3224, device='cuda:0')","tensor(0.1615, device='cuda:0')"
11,0.10212427442488463,"tensor(0.1272, device='cuda:0')","tensor(0.1080, device='cuda:0')","tensor(2.1499, device='cuda:0', grad_fn=<DivBackward0>)","tensor(7.7066, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1758, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.2295, device='cuda:0')","tensor(9.2660, device='cuda:0')","tensor(0.1488, device='cuda:0')"
12,0.09775952444128368,"tensor(0.1317, device='cuda:0')","tensor(0.1484, device='cuda:0')","tensor(2.1256, device='cuda:0', grad_fn=<DivBackward0>)","tensor(7.5026, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1630, device='cuda:0', grad_fn=<DivBackward0>)","tensor(3.0653, device='cuda:0')","tensor(9.4736, device='cuda:0')","tensor(0.1432, device='cuda:0')"
13,0.09430045796477277,"tensor(0.1059, device='cuda:0')","tensor(0.1769, device='cuda:0')","tensor(2.0451, device='cuda:0', grad_fn=<DivBackward0>)","tensor(7.3294, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1622, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.6483, device='cuda:0')","tensor(8.2923, device='cuda:0')","tensor(0.1409, device='cuda:0')"
14,0.09005587450836015,"tensor(0.1059, device='cuda:0')","tensor(0.1860, device='cuda:0')","tensor(1.8199, device='cuda:0', grad_fn=<DivBackward0>)","tensor(7.1646, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1577, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.6542, device='cuda:0')","tensor(8.3849, device='cuda:0')","tensor(0.1481, device='cuda:0')"
15,0.08947934177906616,"tensor(0.1101, device='cuda:0')","tensor(0.1470, device='cuda:0')","tensor(1.8200, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.9807, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1581, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.8077, device='cuda:0')","tensor(8.5834, device='cuda:0')","tensor(0.1380, device='cuda:0')"
16,0.0856152364741201,"tensor(0.1254, device='cuda:0')","tensor(0.1859, device='cuda:0')","tensor(1.5962, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.8767, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1509, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.5075, device='cuda:0')","tensor(9.2928, device='cuda:0')","tensor(0.1394, device='cuda:0')"
17,0.08319639706093332,"tensor(0.1146, device='cuda:0')","tensor(0.2183, device='cuda:0')","tensor(1.4876, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.7553, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1562, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.8871, device='cuda:0')","tensor(8.7300, device='cuda:0')","tensor(0.1390, device='cuda:0')"
18,0.08416605319665826,"tensor(0.1220, device='cuda:0')","tensor(0.1810, device='cuda:0')","tensor(1.5326, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.8985, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1534, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.4818, device='cuda:0')","tensor(9.0769, device='cuda:0')","tensor(0.1278, device='cuda:0')"
19,0.0803501823026201,"tensor(0.1036, device='cuda:0')","tensor(0.1778, device='cuda:0')","tensor(1.6121, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.6383, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1541, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.9708, device='cuda:0')","tensor(8.1789, device='cuda:0')","tensor(0.1406, device='cuda:0')"
20,0.08033214039776636,"tensor(0.1164, device='cuda:0')","tensor(0.2006, device='cuda:0')","tensor(1.3499, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.7000, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1538, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.8485, device='cuda:0')","tensor(8.9611, device='cuda:0')","tensor(0.1256, device='cuda:0')"
21,0.07732271662224895,"tensor(0.1188, device='cuda:0')","tensor(0.2489, device='cuda:0')","tensor(1.4521, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.4318, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1467, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.7534, device='cuda:0')","tensor(9.2153, device='cuda:0')","tensor(0.1339, device='cuda:0')"
22,0.07797541274972584,"tensor(0.1132, device='cuda:0')","tensor(0.2307, device='cuda:0')","tensor(1.1844, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.4955, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1440, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.6772, device='cuda:0')","tensor(8.8862, device='cuda:0')","tensor(0.1337, device='cuda:0')"
23,0.0737089351143526,"tensor(0.1136, device='cuda:0')","tensor(0.2359, device='cuda:0')","tensor(1.1025, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.2863, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1474, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.7103, device='cuda:0')","tensor(8.7374, device='cuda:0')","tensor(0.1280, device='cuda:0')"
24,0.07218014157336691,"tensor(0.1088, device='cuda:0')","tensor(0.2779, device='cuda:0')","tensor(1.2657, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.2096, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1370, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.8290, device='cuda:0')","tensor(8.6485, device='cuda:0')","tensor(0.1202, device='cuda:0')"
25,0.06949370548776958,"tensor(0.1077, device='cuda:0')","tensor(0.2698, device='cuda:0')","tensor(1.0146, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.0753, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1367, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.7931, device='cuda:0')","tensor(8.4747, device='cuda:0')","tensor(0.1369, device='cuda:0')"
26,0.07291147922692091,"tensor(0.1032, device='cuda:0')","tensor(0.2684, device='cuda:0')","tensor(1.2200, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.1617, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1377, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.6091, device='cuda:0')","tensor(8.3737, device='cuda:0')","tensor(0.1251, device='cuda:0')"
27,0.06999350177205127,"tensor(0.1061, device='cuda:0')","tensor(0.2841, device='cuda:0')","tensor(0.9903, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.0631, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1372, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.0013, device='cuda:0')","tensor(8.3542, device='cuda:0')","tensor(0.1224, device='cuda:0')"
28,0.06945845695293468,"tensor(0.0981, device='cuda:0')","tensor(0.2381, device='cuda:0')","tensor(1.0906, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.9554, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1312, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.5098, device='cuda:0')","tensor(7.7225, device='cuda:0')","tensor(0.1358, device='cuda:0')"
29,0.0737811446837757,"tensor(0.0943, device='cuda:0')","tensor(0.2869, device='cuda:0')","tensor(1.6797, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.2370, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1392, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.6383, device='cuda:0')","tensor(7.7376, device='cuda:0')","tensor(0.1276, device='cuda:0')"
